Question,Answer,clean_question
"Can it be used as a ""filler"" in a plastic toy for a child's craft?","It is non-toxic according to the labeling, so sure, 100% ok as far as what is listed. Also, if you want a non-toxic filler that is cheaper, also use or mix this with different areas using a hot glue gun and a cheap pack of home depot or loews hot glue gun sticks, making sure they are the right diameter to fit in the gun.",can it be used as a filler in a plastic toy for a childs craft
"Does this come with a power supply for externally powering the hub? I see the port on the unit, but I don't see the wall plug/cord in the description.","Honestly, from what I'm seeing on the webpage itself, it does not, I'm not sure why people are saying it does when the specifications themselves say it does not, but considering that John Sinnott gave a one word reply, instead of giving actualy information as to WHY he says yes, I'd be leery of believing him and instead operate under the assumption it does not.",does this come with a power supply for externally powering the hub i see the port on the unit but i dont see the wall plugcord in the description
does it need to be connected by wires with the sensors?,"it needs to be connected to the main unit, the cord is roughly 15' and it runs on batteries no external power comes with it. I have used it for months now and all is working well on the original batteries.",does it need to be connected by wires with the sensors
HOW LONG DO THE LAST? CAN THEY BE RENEWED?,"I am not impressed with this item. Supposedly, magnets never wear out. This never helped me.",how long do the last can they be renewed
Can you play world of warcraft and sims 4 on this laptop efficiently?,I would not recommend you put anything on this Laptop that you wanted to keep. Please see my review (1 star because I couldn't put anything lower on it),can you play world of warcraft and sims 4 on this laptop efficiently
"Is this one of the new belts made approx. 2014-15 that does not have the ""pull nipple""?","If you mean on the water bottles, no there is no pull nipple. The bottles are self-sealing--the nipple is always ""open"" but you need to squeeze to release water.",is this one of the new belts made approx 201415 that does not have the pull nipple
Are these inks usable with the Canon MG3520 printer?,"There's a box ""will this work with your printer"" right below the description of cartridge where you would enter your printer brand, series and model# to see if it works with your printer... Try it",are these inks usable with the canon mg3520 printer
"does it have any warranty? I bought it several months ago, but my W is becoming more and more insensitive..so ..","I would assume there is some kind of limited warrenty, if you bought it new anyway. Check on Azio's site under this keyboard and see if there is any information about that",does it have any warranty i bought it several months ago but my w is becoming more and more insensitiveso
What are the exact dimensions of this case (widest points of LxWxH)?,It is a perfect fit for iPhone 5 and 5s. So the dimensions are identical to the phone plus a mm or two.,what are the exact dimensions of this case widest points of lxwxh
Will it display the time and can it function as a clock radio without using an app on a smartphone?,MCR-B142 Yamaha does show time only when it's turned on.You can also set the alarm. The radio has a wonderful sound.,will it display the time and can it function as a clock radio without using an app on a smartphone
Can't get any music. Need instructions on troubleshooting.,"Sorry. I'm in the same boat.I''m on my second unit. Finally, batteries ONLY>First time it rains, the power unit goes.",cant get any music need instructions on troubleshooting
"Does it work for pc laptops, too? Or only for macbooks?","Dear Tiffany,Thank you for your question regarding our Mini DisplayPort to HDMI Bundle.The miniDP to HDMI cable will work with laptops that support miniDP, it is not exclusive to Macbooks only. Please contact us at support@kinivo.com if you have any additional questions.Thank you, Kinivo Product SupportEmail: support@kinivo.comToll Free: 1-855-4Kinivo (1-855-454-6486)Live Chat: http://support.kinivo.com(Mon-Fri: 9am-5pm Pacific)",does it work for pc laptops too or only for macbooks
Can you put this on a sofa if you put a memory foam mattress topper inside it?,mine has a queen size memory foam mattress in it and the mattress is very heavy so it keeps the tent in place. so if you can put a big heavy queen size mattress in it i dont see why you couldnt put a sofa in it to as long as theres nothing rough on the sofa like the legs or rough edges could tear it make sure you have alot of space.,can you put this on a sofa if you put a memory foam mattress topper inside it
what ages is this garage meant for,I got it for a grandson who was three. My son had a similar garage when he was little and played with it for many years. He remembers it as one of his favorite toys. What I like about it is that there are no batteries like so many toys today - the kids use their imaginations.,what ages is this garage meant for
Does it require any drivers or installation of any kind? I'd like to just plug it in and have it work.,Hello. I does not require drivers in OSX apple. It does not work on Windows.,does it require any drivers or installation of any kind id like to just plug it in and have it work
Can i reverse the sides that the towel rack and drop leaf are on?,No. I don't think so. You maybe able to reverse the towel rack and the spice bar.,can i reverse the sides that the towel rack and drop leaf are on
Gps drain on zs7 I was reading reviews about gps battery drain.Something about turning off camera and gps still drains battery. looking to buy zs7.any help?,"Susan, FYI ..... I responded to your question in the ""How is this ZS7 different from ZS6"" posting where you asked a similar question.Let me just add here that that GPS function is independent from date imprinting. All the GPS does is optionally set the camera date and time. So, with a ZS7 you can set the date and time in the camera memory manually or have the camera automatically retrieve this information from the GPS when it is set on and is locked to a signal. The date and time are entered into the camera memory manually in the ZS5 and ZS6.",gps drain on zs7 i was reading reviews about gps battery drainsomething about turning off camera and gps still drains battery looking to buy zs7any help
Will this fit in my 2 door BMW? God daughter is 4 1/2 years old. I would only use occasionally.,"It probably would be ok if you can get the front seat up far enough. It is a great seat, but base is fairly large.",will this fit in my 2 door bmw god daughter is 4 12 years old i would only use occasionally
will this work in Australia with 240w???,"Not sure. You might want to contact the company. You can go to www.adhesivetech.com and ask that question via their ""contact us"" link. Personally, I travel with and use my cheap $1 Store small glue gun in China, Europe and Japan with no problem, so I assume this one would work likewise. But check to be sure as you wouldn't want to ruin it.",will this work in australia with 240w
I have the 80-200 AF two ring version. Taking pics of my daughters in low light have suffered. Will this be a good replacement? Or get the 2.8 VRII?,I most frequently use the lens in a studio environment. The VR seems very good and I am happy to have saved the $1000 over the 2.8 lens.,i have the 80200 af two ring version taking pics of my daughters in low light have suffered will this be a good replacement or get the 28 vrii
"Is the belt clip positioned near the top instead of the middle (above the center of gravity, so that it doesn't hang away from your body)",Positoned slightly above center but the clip is almost as long as the holster is deep so it doesn't hang away from your body and the clip can be rotated.,is the belt clip positioned near the top instead of the middle above the center of gravity so that it doesnt hang away from your body
Will a Remington 870 with a pistol grip and Surefire DSF-870 fit in this bag?,Yes sir it will! That is what I have and it works very well with a little wiggle. Great product,will a remington 870 with a pistol grip and surefire dsf870 fit in this bag
Will this work in a compact INOX?,Hi Michelle. I am not familiar with the compact Inox. i would ask Barretta to see if the glide rod is the same in the compact as it si in the 92FS. I would doubt it though.,will this work in a compact inox
what is the leg width?,There are three different settings on the legs. This allows for short to about one and half inch height between settings.This allow flexibility depending height desired.,what is the leg width
"i wanna order this but im concern that the weight of my tv would make it fall... i have a 50"" vizio smart tv?","I have a old heavy 42"" Philips with a rather large frame(built in speakers). It says to mount it against a wall. I have it free standing at the end of our bed on carpet and it is very stable. Note that the height is with a TV mounted. The TOP of my TV is 49"" off the ground, the bottom is right at the level of the bed.",i wanna order this but im concern that the weight of my tv would make it fall i have a 50 vizio smart tv
does this work with the audio-technica atr3350 lav mic?,so sorry I do not know the answer to that question. wish I could help you figure it out though,does this work with the audiotechnica atr3350 lav mic
dose the controler have low an med speeds,just be aware...it only comes with a car accessory lighter charger. if you want an indoor ac/dc charger you have to buy one for 7volt battery.,dose the controler have low an med speeds
Any soft case that can go with this?,"Yes there are soft cases for the Quad deck however I found that the plastic top cover is a great alternative. Check between Amazon, IDJNOW and Sweetwater.",any soft case that can go with this
Will it hold larger TVs?,"Yes, but only in the down position. It is a poor design for the lock up system. It's ok for being cheap.",will it hold larger tvs
Will it hold OPI nail polish?,"I don't have any OPI. So I'm not sure but I have gel, revlon, wet n wild, LA colors & Avon Polish and they all fit.",will it hold opi nail polish
is it a real starfish,"Bought this for a friend, starfish does not appear to be real but is cute, you can place your own tiny shells, starfish in this globe. Other info: the plant is real and should not be watered too much, just moist, in order for plant to survive place the plant upside down in a small dish with a bit of water just to cover the plant itself a about 15 min. do not wet the top of plant since plant will not survive. (Now, top is when you turn the plant upside down and root is on top). Also you must allow plant to dry completely before placing back into the globe otherwise plant will not have enough air to dry and the moss will get wet and it will die. You do not have to water plant every day, only when you notice the long stems beginning to curl, then gives you a hint: time to water! Do not over water, plant will not survive. Do not place in direct sunlight, plant will not survive. I've noticed some reviews that mention moss not real, one I bought moss was real and should not be directly wet, it will not survive. If you carefully take care of this plant it will grow bigger and remain nice and bright and fresh. These air plants are rather delicate, to be watered carefully only when dry, should allow to dry before returning to set atop moss in the globe, but make an awesome decoration and are very pretty. Depending upon which air plant you have bought, some will grow much larger, some not so large. The stems of the plant grow longer and sometimes a bit thicker. Hope this info helps and in my experience since I have one too, have had marvelous luck with the air plant, you can purchase air plants on line just about anywhere and take notice of the different species and colors, so pretty. One can purchase just the air plants and create your own terranium in a large globe, square globe, whichever you prefer.",is it a real starfish
"Sony BDp-S500 or this one??? I'm in the market for a blu ray player and both these players have very good reviews, but i have no idea what this 1.1 compliance mean about Panasonic (yes i have no clue about technical stuff) Lets assume money doesnt...","I bought the BD-30K about a week ago after reading way to many tech reviews and forums.I chose it because it's the latest version and have been very happy with other Panasonic components as well as the connections for 5.1 Dolby accomodate my older Sony Receiver. Set up was easy, picture and sound are great. There is a flicker upon initial upload that takes a few seconds to stop, not sure if this will be taken care of with firmware update 1.2 that I haven't done yet. The best part of this is the upscaling of older standard def DVD's they look so good I have no interest in updating any to Blu-ray. Hope this helps",sony bdps500 or this one im in the market for a blu ray player and both these players have very good reviews but i have no idea what this 11 compliance mean about panasonic yes i have no clue about technical stuff lets assume money doesnt
can these be worn as regular shoes,As long as you never plan on using them for bowling. You would ruin the glide pads on the sole.,can these be worn as regular shoes
Does this drill come with different size and type of heads?,It came with only one standard phillips drill bit that is stored in the side of the hand base. You'll need to provide your own drill bits. Good luck.,does this drill come with different size and type of heads
where does one find the instructions for this mechanical pencil?,Push the pocket clasp inward at the top to retract sleeve. Push top down (like you would with a pen) to expose sleeve. Light pressure advances the lead.,where does one find the instructions for this mechanical pencil
Tell me about the quality of the speaker phone part of the phone. Is it easy to be heard and to hear?,"The speaker is not very loud. It is small. ( I am used to a LOUD speaker at work, so I might expect too much. )",tell me about the quality of the speaker phone part of the phone is it easy to be heard and to hear
I keep asking the same thing - does each unit pictured come with its own 110 volt power supply?. if so PUT EVERYTHING INCLUDED IN THE PICTURE.,Yes it does. The remotes can be used without the power cord. Just charge it every once in awhile. It will start beeping to let you know it needs a charge.,i keep asking the same thing does each unit pictured come with its own 110 volt power supply if so put everything included in the picture
"I know their out of business, but if I buy it, will it still work?","Yes, it still works. You just don't get any technical support, bug fixes, or updates.",i know their out of business but if i buy it will it still work
What are the dimensions of this item?,"I would about 11/12in high, 9/10in wide and about 4in deep. I don't have the item in front of me right now so this is just an estimate. Sorry I couldn't be more precise.",what are the dimensions of this item
The description says this expands to 6 inches. Is this a misprint or does it actually open up to 6 inches?,"I think it meant to expand to fit 6 inch phone. In the amazon site of this item, if you look at the last sample photo, it says it expands up to 91 mm which is about 3.6 inch.",the description says this expands to 6 inches is this a misprint or does it actually open up to 6 inches
1. Can this unit set flush against the wall?,"Well I would not because it takes in fresh air from the rear of the unit with a filter. So in my opinion the unit would over heat if you set it flush, because it could not get fresh air.you could probably get by with moving it a few feet away from wall so as not to restrict air flow.",1 can this unit set flush against the wall
can you calibrate the thermometer yourself? (Field calibration),"No, There is no way to calabrate it. Inorder to do so you would need a series of know control set temperetures and away to adjust the thermometer. I am sure this is done at the factory. hope this answered your question.",can you calibrate the thermometer yourself field calibration
I have a moison nagant m91/30 and I still have the original soft wood stock on it. Would mounting this bipod on a swivel stud still give me a sturdy mount even though it would be on a soft wood stock?,First off I'd have to say your weakest link is the swivel stud in that soft wood stock. If the stud is securely in the wood stock and we are not talking about wood as soft as balsam wood then you should be okay. Check out this link and look at the guy's modded gun about three-quarters down the blog. http://www.gunandgame.com/forums/mosin-nagant/106320-pics-your-mosin-nagant-mods-what-you-have-where-you-got.html Hope this helps.,i have a moison nagant m9130 and i still have the original soft wood stock on it would mounting this bipod on a swivel stud still give me a sturdy mount even though it would be on a soft wood stock
The discription says there are 25 symbols but the question related to symbols states none. which is correct?,"I can't add anything more to the description you received from the prior (Peak) customer. There are plenty of numbers, alpha and numeric + the dollar and cent signs, comas and periods. I got both the letters and the numbers (separately) and had more than what I needed. I think you'll be pleased w/these.",the discription says there are 25 symbols but the question related to symbols states none which is correct
Can the collar be taken off during the day and still be effective? I only need it for excessive meowing at night.,"The collars aren't easily removed--they are intended to stay on for a month, then permanently removed. IMO there is no downside to leaving the collar on full time.",can the collar be taken off during the day and still be effective i only need it for excessive meowing at night
Is this good if you have a glass top and a saltwater tank?,YES with modification and depends on the size of your tank this works great on a 10 gallon but would over have a few inches the bulbs are only 24 inch long anyway i use it on my 10 gallon nano coral tank works perfect,is this good if you have a glass top and a saltwater tank
Does this fit the Samsung Galaxy S4 MINI??,"I ordered the black one. The picture shows the pink one. I do not think this one will fit the S4 Mini. I have the Galaxy S4 and it fits great. My mom has the Galaxy S3 Mini and we have had to order her case and cover separate (she did not get an OtterBox), but the mini is smaller than the regular one so this probably won't fit the mini S4.",does this fit the samsung galaxy s4 mini
"How long would you have to crank to fully charge an iPhone? Would it be a ridiculously long time, making this only good for short 911 calls?","After I bought this, I measured the time, not the number of crank rotations, for 1% increment in iPhone 4. It took at least 2-3 minutes with continuous rotation for 1% increment. If I have to increment of 80% (if only 20% of battery power left) , it will take 160-240 minutes every night. It needed a lot of arm muscle power to generate the electricity for quite a long time. I bought this for John Muir Trail this August (for GPS, altimeter and photo, at least 8 hours on), however I did not carry this. Because I might be exhausted after everyday's 20km backpacking. It would be ridiculous not having a rest after long distance hiking for generating electricity. In a manual, at least 2 rotations per minute are enough, however, keeping rotation with even speed was not easy. If speed was getting lower, there were beeping sound from iPhone 4 because voltage might be insufficient and not even(in my thought). So I had to grip tight and rotate the crank as fast as I can. If this is for an occasional use for short period (under extreme condition, no sun light), this is useful. But it is for long distance hiking in remote land, solar panel would be choice. I carried solar panel in JMT, and it was a good choice.",how long would you have to crank to fully charge an iphone would it be a ridiculously long time making this only good for short 911 calls
Does the company sell replacement filters?,"Filter is permanent. If you are running muddy water or extremely dirty or if it slows down, just filter a gallon, then hang the clean side high and let it ""backwash"" the filter. Empty the gray bag and you are good to go. These are awesome. I've used them in Africa and trekking the Himalayas.",does the company sell replacement filters
I have a 20 gallon long shrimp tank. The depth is only about 6 inches. How high does this sit? I want to make sure it's submerged fully.,"It stands approx. 5 inches tall. You can mount the filter with the lower tubes touching the bottom of the tank. The bubble exhaust is also adjustable. Very nice filter for fry and shrimp. I'm also using a 20 gallon long, filled to the top, still with 6 inches, you should be fine. Hope this helps.",i have a 20 gallon long shrimp tank the depth is only about 6 inches how high does this sit i want to make sure its submerged fully
What's the warranty?,"It is a one-year limited warranty from the date of purchase that the steamer is free from defects in material or workmanship. Paulymak is correct, needed repairs outside of the warranty or the warranty period-the owner will have to pay for. That includes the return shipping costs. I only use it for travel, I iron at home.",whats the warranty
"Is it a must that you use the net cups or can you just use the 2"" inserts w/out the cups? (I've seen someone say they fall through) Thanks!","You need the net cups to hold the foam inserts but I have cut the net part off, using just the upper rim part to hold the foam inserts. Works great.",is it a must that you use the net cups or can you just use the 2 inserts wout the cups ive seen someone say they fall through thanks
are these dishwasher safe?,"I put them in my dishwasher twice (top rack and then in the holder for the silverware) and they got warped so I wouldn't. It's much easier to hand wash, soak them if you need to but I wouldn't recommend the dishwasher.",are these dishwasher safe
"Do these cartridges activate the ""empty"" message and lights from printer?",This is my very first time use this product and it hasn't reach to the empty level yet. I need to wait longer before I can truly answer your question.,do these cartridges activate the empty message and lights from printer
Can it project a line upwards? I.e. Horizontally higher than the location of tripod (if unit is in the midle then project horizontal LN close the roof,No. The horizontal line height is a directly related to the unit's height. Otherwise the self leveling feature would not be functional.,can it project a line upwards ie horizontally higher than the location of tripod if unit is in the midle then project horizontal ln close the roof
Is it better to install an in pan shift kit or this electric shift kit? Will I get a firmer shift through all the gears with an in pan kit?,If you just want to pick up sloppy shifts get the electric but if you are looking for performance in the pan,is it better to install an in pan shift kit or this electric shift kit will i get a firmer shift through all the gears with an in pan kit
"Could this also strengthen the neck and shoulders, too?","Bobby-I would not buy it for that. It may help indirectly, but no more than arm exercises would strengthen them normally. It isolates the bicep curl movement, and triceps pull down movement.-Doug",could this also strengthen the neck and shoulders too
"Is software required? I have a Linux box, and Linux isn't listed as one of the compatible O/S.",Yes but the software is free on the timex website. As far as I know there are only Mac and PC compatible software.,is software required i have a linux box and linux isnt listed as one of the compatible os
What's the percentage of protein content?,The individual 2.2 lb. package is labeled with the recommended daily requirements etc.. It clearly states 3 g per serving. The serving size is stated as 1/4 cup.,whats the percentage of protein content
what color is the upholstered chairs and bench,The cushion on the chairs and bench are soft grey with small amount of a off white thru out the grey. It's really quite nice.,what color is the upholstered chairs and bench
can i hook this up with the Alienwear x51 if i buy a bigger power supply?,"You may not even need a bigger power supply. It would be worth it to try without changing your power supply first. I'm running an i7 3930k, 32 gb ram, and two of these cards on only a 750 watt... Depending on the wattage if your stock power supply you should be okay!",can i hook this up with the alienwear x51 if i buy a bigger power supply
Does it have heat control,"It has Low, Med & High. The instruction pamphlet that comes with it gives the temps for each food as well as the amount of time it'll take to cook--rare, medium, well-done.",does it have heat control
Can i use it for an oil leak on my 2006 BMW 325i,"I think that this Lucas product's application is specific to power steering systems, the fluids of which are generally power steering fluid or automatic transmission fluid. It seems to swell slightly the system's rubber seals, O-rings, etc. I wouldn't try it with an oil leak, of which I infer that you mean an engine oil leak.",can i use it for an oil leak on my 2006 bmw 325i
How long is the large womens shirt?,I'm a little overweight (chunky) and the large was way too small because it's fitted. I didn't return it for an XL because I wanted something loose fitting for an over-shirt.,how long is the large womens shirt
Is there any way I con connect my iPad or smart phone to it?,"Joseph, only if you have mini out connection with regular hdmi to connect to the rear of the projector!",is there any way i con connect my ipad or smart phone to it
Do you guys find it annoying to carry around the tripod in a regular school backpack?,Definitely. It doesn't fit well into a regular-sized backpack but (if I don't put much else in there) by angling it right inside the pack I can get it to fit & still close the zippers,do you guys find it annoying to carry around the tripod in a regular school backpack
Do you have to assemble this bed other than the frame?,"Thanks for your interest in the bed. The headboard and floorboards cone assembled unless some very minor assembly putting anything on the bottom of posts. The rails need to be put together and then attach HB and FB.Sincerely,Russell WestWest Furnishings509-993-0748",do you have to assemble this bed other than the frame
"Is it possible to kill a skunk, raccoon, or snake with this?","I see no reason why not. I found larger weight ammo that will fully go through a 3/4 inch sheet of ply wood. try this link maybe. Gun can handle it well. H&N Rabbit Magnum II .177 Cal, 15.74 Grains, Cylindrical with Round Nose, Solid, 200ct",is it possible to kill a skunk raccoon or snake with this
Can the lightbulbs be repalced when they go out. I leave my undercounter light on 24 hours a day and want something with replaceable bulbs.,This is an LED product. You will probably never need to replace them. I used this product to replace the halogen undercabinet lighting in my home and I am very pleased. The color the LED gives off is warm and they do not get hot at all.,can the lightbulbs be repalced when they go out i leave my undercounter light on 24 hours a day and want something with replaceable bulbs
"I have a Samsung 51 inch pn51F4500, and it just won't turn on. When the power button is pressed, the light comes on and off. Will this do the trick?",I had similair problem with my Samsung. I looked it up on YouTube.com and found that it was blown capacitors. Looked like and easy fix. Search Google and found that Amazon.com sold a capacitor repair kit. Also purchased a soildering iron and fixed it with ease! Under $30!! Good luck.,i have a samsung 51 inch pn51f4500 and it just wont turn on when the power button is pressed the light comes on and off will this do the trick
Does this case interfere with the NFC antenna?,"No, but it does cause the screen to go black during calls sometime, thereby rendering it unresponsive. None if the buttons and keys work. You have to take the case off when this happens in order to get the phone working again.",does this case interfere with the nfc antenna
Is this an authentic product? The price is almost half of what I pay at department stores so I'm a little worried it's not authentic.,"Yes, this is the real Eternity by Calvin Klein. I've bought many other name brand perfumes and colognes from Amazon and they were all original/authentic products. To be on the safe side, it's best to always purchase the ones sold by Amazon and not a third party seller because those may or may not be authentic products.One more thing, when comparing prices with Amazon's prices, they're usually cheaper than retail store prices.",is this an authentic product the price is almost half of what i pay at department stores so im a little worried its not authentic
Do you have to use glue to assemble?,I do not have the assembly instructions any longer but I did use a small amount of wood glue when I fit all the pieces together. Assembly was rather easy!,do you have to use glue to assemble
Do I need any other parts or this product everything I need to install the roof rack bars?,"I think all the parts were in the box. I don't remember if I needed any tools. I think it was pretty easy to install, but I needed 1 person to turn one of the keys while I held the clamp in place.",do i need any other parts or this product everything i need to install the roof rack bars
Are these tupperware or hard material?,"No, they are not Tupperware. Not sure what you are asking in terms of hard material as such, but they are not flexible. They are extremely easy to use, the lids snap on easy, the little vent on the top moves easy. I love them!",are these tupperware or hard material
how much does it weigh?,"I would say from 2-1/2 to 3 lbs. It feels heavier than a feather pillow or a light weight pillow; it's dense but comfortable. When I bought mine, they told me to give it 30 days to get used to it. I've enjoyed mine and so gave one to my sister and to my son.",how much does it weigh
do these have insecticide on them or only glue?,"They don't have insecticide nor do they have anything to attract the bugs. They're entirely passive, just a patch of very strong glue on a piece of paper. Bugs are VERY predictable. They like to skitter around where the wall meets the floor, so just put the traps near the wall and in corners.",do these have insecticide on them or only glue
Can I get a drum just for a black ink tonor cartridge replacement?,"I looked closely at Amazon and I could not find one. When I looked at the negative reviews, the reviewer said it was not a genuine brother product. I ended up buying it at a local office supply store. If you find one on Amazon kindly post the link =)",can i get a drum just for a black ink tonor cartridge replacement
WILL THEY WORK IN A 2008 town and country? with the pop out radio/cd/dvd player,"I'm not sure what a pop out dvd player is but I think they work on any factory or after market ones that you have installed. They work on IR and I don't know of any factory or after market that wouldn't. I've purchased 2 sets and they work on my 2008 Chev Avalanche LTZ and my wife's 2008 Buick Enclave. We're extremely happy with them and highly recommend them, especially at that price.",will they work in a 2008 town and country with the pop out radiocddvd player
"after i put the in channell visors on, my automatic up feature windows roll back down. how do i fix that ?","I had the same Problem on my 2012 ram 1500. I just installed as per instruction and then powered windows up while holding upward pressure on the inside of the glass, and after just a few times of that they closed by themselves. Just make sure that you roll up the windows with the same upward force until completely closed and leave them closed for a few days.",after i put the in channell visors on my automatic up feature windows roll back down how do i fix that
Are these good for scooping out cupcake batter?,"I use the medium size scoop for muffins, and it's perfect! The medium size scoop fills a regular size cupcake/muffin tin perfectly. I also have a pan for the large muffins, and it takes 3 or 4 scoops to fill it. But the process is still easy.",are these good for scooping out cupcake batter
Can you use a rubber stamp on these without it smearing?,"Yes, these are thermal transfer so there's no ink or ""smear-able"" text. Stamp away.",can you use a rubber stamp on these without it smearing
"I have to sit for long periods (6-8 hours, sometimes more). Is this chair made for endurance work?","I think it's a great chair for the price. I own two now. Originally, I replaced my home office chair. I liked this model so much that I had one delivered to work to replace the well-used chair provided by my employer. I don't know if it really competes with a Herman Miller (which I had at one job), but it really works well for me.",i have to sit for long periods 68 hours sometimes more is this chair made for endurance work
Is this product dishwasher proof?,I don't know. We do not use dishwashers in India.But I wash it with my hand and little liquid soap and it works well.,is this product dishwasher proof
Is it easy to install and remove the phone from this case? I have two phones and need to swap the sim constantly.,"It's not that difficult to remove the iphone from the case. You have to open the card hold holder and keep it open, while keeping it open you can place a couple fingers on the back of the iphone and push it out of the case. Complicated to explain but very simple process.",is it easy to install and remove the phone from this case i have two phones and need to swap the sim constantly
"Details list that the binder is 5X7. Is it really that large, when it takes small 3X5 sheets of paper?","I just measured it -- 3.625 by 5.375 inches. If opened flat, 5x7 is pretty close, but no one carries them open, right?",details list that the binder is 5x7 is it really that large when it takes small 3x5 sheets of paper
Does this model has HDMI port?,Yes it has. However I will advise you not to buy this. It has serious Wi-fi connectivity issues.,does this model has hdmi port
Does provide hot heat?,"Yes, it does a wonderful job. I have thick hair, but I use the low setting for styling as the high is too strong.",does provide hot heat
Can you hook this up to a Mac book air?,"I don't think so. From what I know the Macbook Air lacks a USB port. If it does have a USB port though, you should be able to hook it up. Hope that helps!",can you hook this up to a mac book air
"Did you receive the Dell PA-3E (the slim, flat version) or the older Dell PA-10?",I got the slim version. It worked for like a week or so and then my computer said the charger was unsupported or some crap like that. It would keep it from dying but wouldn't actually charge. Save your money.,did you receive the dell pa3e the slim flat version or the older dell pa10
Can this only go over the shower head or can will this suction on to back wall of shower?,The suction cups stopped sticking after about a month. It is a little frustrating but it doesn't move enough to make me take it down. For sure needs a shower head pipe to tighten to.,can this only go over the shower head or can will this suction on to back wall of shower
does this collect the thatch or do i still have to rake it up?,"It does a moderately good job of removing thatch, but you still have to rake it up. I borrowed a neighbors lawn tractor that has a catcher and that cleaned up the loosen thatch.",does this collect the thatch or do i still have to rake it up
will it fit 2006 unlimited?,I don't know for sure. Maybe contact the seller? I have a 2001 reg length cab & it's tight but fits. If your cab is extended at all I don't know if it'll fit. Maybe another buyer here has one & could comment. Good luck. It's a great thing to have it it does end up fitting.,will it fit 2006 unlimited
will it fit a 2015 charger?,"Yes these will fit 2015 Charger as well.Thanks for shopping with Steve White Motors,Marty",will it fit a 2015 charger
does it have camera hole and access to charger and headphones,"Yes. It is a little tricky attaching the charger, but it does have cutouts for these.",does it have camera hole and access to charger and headphones
Is this case dockable?,"Case is not dockable, but you can recharge it without removing the case. I've had this case for six months and really like it",is this case dockable
Which are the beat batteries I can purchase for this maglite? Anyone have a link?,"Purchase either EverReady or Duracell alkaline batteries [D]. If you use these batteries and they ever leak, you can send the flashlight back to MagLite and they will repair or replace it for free. I recently had to replace my 12 year old 3 cell MagLite, because I used cheapo batteries, and of course, they leaked and ruined the flashlight. It was the only time I didn't use EverReady. :-(",which are the beat batteries i can purchase for this maglite anyone have a link
I will need to be adjusting the height of my computer monitor daily. Is it easy to change the height of this mount? How do you do it?,I installed my mount from the ceiling and that worked very well. The kit comes with several height posts and should work ok for your application.,i will need to be adjusting the height of my computer monitor daily is it easy to change the height of this mount how do you do it
Does only 1 box come with order for 2.70?,"No you get 4 for that price. Order extra tho, I had 3 that fell apart before I could fill them...",does only 1 box come with order for 270
how much height do I need to hang this clearance wise,"not sure but you would want your bottom to not be too close to ground when sitting so to sit say chair height and then the top ropes and be adjusted to what you are going to hang it from. I use beam from patio cover. Hope this helps, Denise",how much height do i need to hang this clearance wise
is this product raccoon proof,It has got the racoons stumped for last two years not even one has made it in. The door locks very quickly after our cat goes through so raccoons can not follower her in. Very satisfied.,is this product raccoon proof
"Are there flaps for the doors, and are they removable, if so?","yes, clear plastic door flaps and they are removable, secured by strong velcro",are there flaps for the doors and are they removable if so
Does it work with a Class 10 SD Card?,It does... I've a 32Gb Samsung Class 10 connected and works without problems,does it work with a class 10 sd card
"Is this a Front Assy like the pic. The write up shows: Rear Hub Assembly, 4WD, INCL WHL BRG - STEEL WIRE CLIP BRG FLG MTG HOLES THREADED",It is indeed the front only complete axle hub bearing assembly. Well worth the extra money for a quality American made product V/S the cheaper poorer quality imported ones. Trust me!,is this a front assy like the pic the write up shows rear hub assembly 4wd incl whl brg steel wire clip brg flg mtg holes threaded
"Are these good to listen to, hip hop, rap, metal, techno, dub step, salsa, bachata, pop, pop-rock, R&B, Latin & alt-rock? i like to listen to pretty m","The bass is accurate and not emphasized. Thus inherently bass heavy music will be reproduced as intended. Using deliberately bass heavy phones or speakers will give you MORE bass than the producers of the music intend. Now if you dig more bass than intended, fine, but that's another story.",are these good to listen to hip hop rap metal techno dub step salsa bachata pop poprock rb latin altrock i like to listen to pretty m
"I want to know if really brings 16 pieces, because I don´t see them all in the picture?",Yes - there are two extra knives in the package that don't fit in the display and the wooden block counts as one of the pieces. Hope this helps!,i want to know if really brings 16 pieces because i dont see them all in the picture
Do I need to buy bottles?,"yes, I bought 2 qty of these bottles: Mr. Beer Deluxe Beer Bottling System, 1-Liter",do i need to buy bottles
"Can I charge 2 iPhones at the same time, or 1iPhone and 1 iPad? Does the android charging port work for Apple products as well?",yes you can. i charge an ipad 2 and an ipad mini at same time either one works in either slot powergen 15 watt would charge iphone in na slot but not ipads this works well. enjoy,can i charge 2 iphones at the same time or 1iphone and 1 ipad does the android charging port work for apple products as well
Whats the voltage and hz?Can it be used overseas?,"I would have to let you know that info sometime this week as I do not have it on my to check - But isn't that information (voltage) noted on the detail summary that amazon gives you below the item? the voltage is not high, that was my problem with this item!! it odes nothing really, but maybe cause minor twitching while using it. and that's normal - I do not see why you wouldn't be able to use it overseas as it is battery operated. As long as you have batteries in it, it should work for you.",whats the voltage and hzcan it be used overseas
